ID	length	GC_num	IC_num	goodC_num	IC%	TPR/FPRsum_min	TPR/FPRsum1	TPR/FPRsum2	TPR/FPRsum3	TPR/FPRsum4	TPR/FPRsum5	TPR/FPRsum6	TPR/FPRsum7	TPR/FPRsum8	TPR/FPRsum9	TPR/FPRsum_max	TPR_min	TPR_1	TPR_2	TPR_3	TPR_4	TPR_5	TPR_6	TPR_7	TPR_8	TPR_9	TPR_max	FPR_min	FPR_1	FPR_2	FPR_3	FPR_4	FPR_5	FPR_6	FPR_7	FPR_8	FPR_9	FPR_max	MEC	OLS	OLS/MD^2	FMC	fastmeC	newC	newC/nonIC_num	tree_length	MD	topo	jk30	jk50	jk70	division
F_217_PF08540_1	303	89	34	180	11.22	0.0003	0.04	0.0618	0.09	0.1257	0.16	0.185	0.2256	0.2735	0.3962	0.8884	0.0002	0.0174	0.0262	0.0402	0.0615	0.077	0.0978	0.1191	0.148	0.1966	0.4789	0	0.0067	0.0137	0.02	0.0276	0.0346	0.0425	0.0543	0.0702	0.0935	0.2124	5.537	0.6109	1.0082	0.6198	0.2656	160670	597.29	4.31	0.7784	1221	851	969	1059	good
F_218_PF01778_1	121	20	5	96	4.13	0.0002	0.03	0.067	0.1	0.1405	0.18	0.2213	0.2962	0.3675	0.5249	1.1941	0.0002	0.0189	0.036	0.0567	0.0766	0.1001	0.1234	0.1578	0.2173	0.3003	0.7244	0.0001	0.0073	0.0135	0.0216	0.0299	0.0392	0.049	0.062	0.0806	0.1112	0.2804	6.7326	0.2808	0.5622	0.9004	0.3205	37318	321.71	4.758	0.7067	1098	393	546	699	bad
F_220_PF01150_2	527	169	72	286	13.66	0.0008	0.03	0.0615	0.09	0.1194	0.15	0.1829	0.2239	0.2722	0.3858	0.728	0.0002	0.0091	0.0175	0.0288	0.0378	0.0502	0.0609	0.0735	0.0926	0.121	0.2229	0.0001	0.0043	0.009	0.0133	0.0179	0.0224	0.0282	0.0356	0.0437	0.0552	0.1547	5.3438	0.268	0.2827	0.2649	0.2557	335263	736.84	5.203	0.9737	1310	968	1043	1080	good
F_221_PF00096_1	27	4	3	20	11.11	0	0.02	0.0454	0.09	0.1333	0.17	0.1925	0.2516	0.3249	0.4185	0.6301	0	0.0153	0.0375	0.0697	0.1066	0.1327	0.1706	0.2153	0.2882	0.3948	0.9874	0	0.0055	0.016	0.0302	0.0432	0.0585	0.0738	0.0969	0.1229	0.1713	0.4565	5.1058	3.1381	2.6201	2.1896	0.2466	17318	721.58	5.588	1.0944	1048	548	646	762	bad
F_222_PF01088_1	235	69	20	146	8.51	0.0003	0.03	0.0546	0.08	0.1038	0.14	0.1723	0.2055	0.2562	0.3322	0.8328	0.0001	0.0108	0.024	0.0364	0.0454	0.0622	0.0792	0.0996	0.1328	0.1679	0.337	0	0.0058	0.0126	0.0186	0.025	0.0317	0.0416	0.0523	0.0671	0.0882	0.22	5.033	0.7998	0.6160	0.5258	0.2401	177392	825.08	5.735	1.1395	1274	909	1000	1026	good
F_223_PF00995_4	718	281	85	352	11.84	0.0003	0.03	0.0589	0.09	0.1147	0.15	0.1868	0.2437	0.3039	0.3868	1.3932	0.0001	0.0049	0.0106	0.0156	0.0225	0.0292	0.038	0.0473	0.064	0.0877	0.2186	0.0001	0.0027	0.0053	0.008	0.0108	0.0141	0.0173	0.022	0.0279	0.0373	0.0872	4.2644	0.0743	0.1230	0.1003	0.2031	604546	955.05	3.314	0.7771	1356	1099	1134	1159	good
F_224_PF01522_1	141	31	13	97	9.22	0.0007	0.03	0.0556	0.09	0.1185	0.14	0.1862	0.2319	0.2767	0.3558	0.733	0.0003	0.0171	0.0317	0.0497	0.0646	0.0886	0.1153	0.1371	0.1668	0.2272	0.4685	0.0001	0.0074	0.0149	0.0229	0.0325	0.0435	0.0558	0.0694	0.0837	0.1062	0.2767	4.9826	1.6732	1.1744	1.0097	0.2393	103099	805.46	5.947	1.1936	1239	735	837	903	bad
F_226_PF00306_3	113	4	61	48	53.98	0.0007	0.03	0.0596	0.1	0.1433	0.17	0.238	0.3383	0.428	0.7069	2.3641	0.0001	0.0102	0.026	0.0432	0.0565	0.0781	0.1078	0.1456	0.2097	0.2909	0.704	0	0.0025	0.0073	0.0137	0.0198	0.0273	0.038	0.0508	0.0647	0.0952	0.2492	4.3148	0.0616	0.8745	0.9201	0.2064	55566	1068.58	1.145	0.2654	1291	595	792	952	good
F_227_PF02996_1	139	64	13	62	9.35	0.0017	0.02	0.0489	0.08	0.1114	0.15	0.1746	0.2308	0.2837	0.3274	1.0039	0.0005	0.0163	0.0293	0.05	0.0746	0.0964	0.1245	0.1589	0.2041	0.2582	0.7556	0.0001	0.0077	0.0162	0.0244	0.0348	0.0475	0.0622	0.0807	0.1041	0.1378	0.335	4.9546	1.4664	1.8343	1.3541	0.2394	87690	695.95	4.43	0.8941	1204	875	1017	1067	good
F_228_PF00481_1	354	246	20	88	5.65	0.0013	0.03	0.0594	0.13	0.1989	0.25	0.2884	0.3212	0.3763	0.479	1.0218	0.0008	0.0223	0.0531	0.0901	0.1482	0.2015	0.2545	0.3028	0.4309	0.5798	0.9824	0.0001	0.0087	0.0189	0.0294	0.041	0.0534	0.0706	0.0944	0.1376	0.2114	0.5299	4.4856	4.4387	4.0881	2.4838	0.217	203773	610.1	4.674	1.042	1171	940	992	1085	good
F_229_PF00010_1	49	1	15	33	30.61	0	0.03	0.0493	0.1	0.1342	0.19	0.2548	0.359	0.4253	0.6041	3.7799	0	0.0085	0.0272	0.0545	0.0712	0.103	0.1327	0.1885	0.29	0.5006	1.0802	0	0.0019	0.0093	0.0176	0.0276	0.0406	0.0523	0.0684	0.0914	0.1188	0.2457	4.4422	0.3312	1.7954	0.9518	0.2134	29056	854.59	1.908	0.4295	1160	581	741	819	bad
F_230_PF00270_9	177	3	63	111	35.59	0.0008	0.04	0.0996	0.14	0.1983	0.25	0.3009	0.3809	0.4685	0.5955	1.2844	0.0002	0.0178	0.037	0.0555	0.0809	0.1096	0.1361	0.1689	0.232	0.288	0.7737	0	0.0052	0.0116	0.0171	0.0229	0.0302	0.039	0.049	0.0626	0.0872	0.228	4.6606	0.0747	0.5555	0.6244	0.2218	88032	772.21	1.709	0.3667	1283	919	1044	1094	good
F_232_PF00650_1	167	10	57	100	34.13	0.0002	0.02	0.0472	0.07	0.1036	0.14	0.171	0.2223	0.264	0.3238	0.6079	0.0002	0.0134	0.0293	0.048	0.0636	0.0819	0.11	0.1383	0.1752	0.2224	0.6097	0	0.0081	0.0163	0.0263	0.036	0.0472	0.0571	0.0717	0.0914	0.1214	0.2575	4.753	0.2234	1.4040	1.112	0.2284	87248	793.16	1.896	0.3989	1132	671	864	1001	bad
F_233_PF00288_2	78	21	21	36	26.92	0	0.02	0.0563	0.08	0.1095	0.14	0.1676	0.2036	0.2626	0.3387	0.6236	0.0001	0.0176	0.0444	0.0611	0.0926	0.1158	0.1517	0.1883	0.2335	0.2991	0.6497	0	0.0109	0.0238	0.0354	0.0464	0.0598	0.0747	0.0932	0.1154	0.1488	0.3189	5.4754	0.7432	2.0501	2.0072	0.268	41105	721.14	3.297	0.6021	1165	537	752	864	good
F_234_PF11717_1	81	30	10	41	12.35	0	0.03	0.0742	0.11	0.1468	0.19	0.2251	0.2797	0.3455	0.4617	0.9942	0	0.0201	0.0472	0.072	0.1002	0.1179	0.1467	0.19	0.2492	0.3081	0.801	0	0.0065	0.0149	0.0265	0.0379	0.0486	0.0609	0.076	0.0956	0.1245	0.3182	5.1296	1.1696	1.5880	1.1628	0.2468	45084	634.99	4.402	0.8582	1164	598	779	945	good
F_238_PF00097_1	49	15	7	27	14.29	0.0006	0.02	0.0432	0.07	0.0893	0.11	0.1321	0.1569	0.2003	0.2574	1.3714	0.0003	0.0157	0.0302	0.0459	0.0666	0.0871	0.1137	0.1453	0.1922	0.2712	0.9212	0	0.0107	0.0211	0.0305	0.041	0.0547	0.0693	0.0902	0.1204	0.1587	0.4197	5.5132	2.3803	1.9965	1.9537	0.2657	30623	729.12	6.02	1.0919	1128	469	616	762	bad
F_239_PF00179_3	146	2	50	94	34.25	0.0004	0.03	0.0663	0.09	0.1231	0.16	0.1905	0.2286	0.2762	0.3548	0.8845	0.0002	0.0159	0.0308	0.0442	0.0595	0.0767	0.0911	0.1141	0.1394	0.174	0.3723	0	0.006	0.0124	0.0195	0.0274	0.0367	0.0451	0.0546	0.0673	0.093	0.1733	5.6406	0.1238	0.6095	0.5476	0.2701	63978	666.44	2.542	0.4507	1175	650	851	1006	bad
F_240_PF00810_1	155	64	12	79	7.74	0.0011	0.03	0.0613	0.09	0.1325	0.17	0.2161	0.2717	0.3735	0.4525	0.7968	0.0005	0.0121	0.0268	0.0447	0.0629	0.0806	0.1094	0.1423	0.1999	0.3663	0.9414	0	0.0063	0.0121	0.0189	0.0266	0.0355	0.0478	0.0597	0.0785	0.1081	0.316	5.4726	0.4668	1.4217	0.8606	0.2618	73704	515.41	3.136	0.573	1238	709	845	957	good
F_243_PF00488_2	248	21	68	159	27.42	0.0009	0.03	0.0483	0.07	0.1038	0.13	0.1786	0.2225	0.3127	0.4598	1.0674	0.0002	0.0066	0.0125	0.0207	0.0341	0.0477	0.0652	0.0888	0.1147	0.1622	0.3502	0	0.0031	0.0067	0.0111	0.0158	0.0215	0.0293	0.0383	0.0484	0.0621	0.1278	4.9448	0.0788	0.3365	0.273	0.2358	132986	738.81	2.393	0.4839	1327	1069	1141	1175	good
F_244_PF00153_16	110	27	16	67	14.55	0.0004	0.02	0.045	0.07	0.0929	0.11	0.1378	0.1696	0.1964	0.242	0.4122	0.0001	0.0142	0.0289	0.0419	0.0591	0.0731	0.096	0.1204	0.1523	0.2109	0.4359	0	0.0095	0.0192	0.0296	0.0395	0.051	0.0634	0.0778	0.0953	0.1244	0.2827	5.054	1.0246	1.2438	0.9904	0.2425	68971	733.73	4.587	0.9076	1253	771	960	1038	good
F_245_PF07724_1	168	4	46	118	27.38	0.0008	0.03	0.0743	0.12	0.1534	0.22	0.2836	0.3801	0.4514	0.5964	1.1642	0.0002	0.0127	0.0229	0.0384	0.053	0.0685	0.1065	0.1537	0.2056	0.2582	0.4407	0	0.0043	0.01	0.0148	0.0206	0.0258	0.0325	0.0406	0.0506	0.0686	0.158	4.2112	0.1549	0.6236	0.4672	0.2023	128893	1056.5	2.099	0.4984	1214	783	892	973	bad
F_246_PF01248_3	98	2	46	50	46.94	0	0.02	0.0673	0.09	0.1178	0.15	0.1994	0.3248	0.4787	0.9227	8.6011	0	0.0076	0.0212	0.0333	0.0429	0.0585	0.081	0.1369	0.2347	0.4053	1.0184	0	0.0005	0.0035	0.0127	0.0195	0.0286	0.0378	0.0447	0.0555	0.077	0.2156	3.4062	0.0782	0.7129	0.5215	0.1622	63652	1224.08	1.128	0.3312	1289	788	939	1037	good
F_248_PF00206_2	304	88	63	153	20.72	0.001	0.04	0.0743	0.11	0.1445	0.18	0.2301	0.2812	0.3643	0.4576	0.7145	0.0006	0.0149	0.0316	0.0474	0.0666	0.0876	0.1134	0.1404	0.181	0.2452	0.4796	0.0001	0.005	0.0111	0.0169	0.0249	0.033	0.0424	0.0536	0.0694	0.0991	0.2185	4.949	0.2064	0.8430	0.7829	0.2376	170564	707.73	2.449	0.4948	1238	882	976	1037	bad
F_249_PF00787_3	123	12	27	84	21.95	0.0005	0.03	0.0754	0.11	0.1371	0.18	0.2451	0.3318	0.5299	0.9644	1.8467	0.0002	0.0112	0.0264	0.0418	0.0585	0.0796	0.1143	0.1694	0.266	0.4165	0.7282	0.0001	0.0061	0.011	0.017	0.0227	0.0291	0.0366	0.0459	0.0569	0.0768	0.2081	4.6704	0.3681	0.6917	0.5741	0.2243	90495	942.66	3.407	0.7295	1335	892	1052	1124	good
F_250_PF00394_1	175	27	20	128	11.43	0.0016	0.02	0.0441	0.07	0.0929	0.12	0.1455	0.1746	0.2241	0.2934	0.6623	0.0008	0.0111	0.0262	0.0401	0.0539	0.076	0.0955	0.1196	0.1471	0.2068	0.6194	0	0.0071	0.0137	0.0231	0.0334	0.044	0.0575	0.0729	0.0937	0.1206	0.2811	5.4614	1.0202	1.3823	1.1921	0.263	112270	724.32	4.692	0.8591	1196	825	928	1005	bad
F_251_PF02301_1	246	166	15	65	6.1	0.0006	0.03	0.0754	0.11	0.136	0.17	0.2076	0.2555	0.3226	0.4821	0.9433	0.0001	0.0153	0.0349	0.051	0.0671	0.0809	0.1052	0.1275	0.1655	0.2101	0.4899	0.0001	0.0061	0.0118	0.0188	0.0251	0.0325	0.0423	0.0535	0.0682	0.0878	0.3392	5.3396	0.265	0.6025	0.7749	0.2574	121338	525.27	3.541	0.6632	1262	800	935	1035	good
F_252_PF01214_2	282	101	64	117	22.7	0.0006	0.03	0.0529	0.08	0.1125	0.14	0.1735	0.2313	0.2901	0.3621	0.6888	0.0001	0.0082	0.0183	0.0301	0.0407	0.0524	0.0648	0.085	0.1078	0.1632	0.3682	0	0.0037	0.008	0.0135	0.0204	0.0267	0.0349	0.0442	0.0577	0.0767	0.1935	4.6424	0.2091	0.5161	0.4422	0.221	173989	798.11	2.955	0.6365	1244	998	1062	1116	good
F_253_PF12848_1	89	4	47	38	52.81	0.0005	0.03	0.0748	0.11	0.1424	0.19	0.2246	0.2772	0.3422	0.4515	0.9828	0.0005	0.0255	0.054	0.0893	0.1118	0.1367	0.1648	0.2173	0.2746	0.3729	0.7206	0	0.0098	0.0207	0.0311	0.0424	0.0546	0.0697	0.0892	0.1102	0.1463	0.3183	6.0536	0.1024	2.3198	1.7146	0.2962	19371	461.21	1.272	0.2101	988	303	451	619	bad
F_254_PF00291_3	388	90	77	221	19.85	0.0005	0.03	0.0611	0.09	0.1193	0.16	0.2023	0.2428	0.3035	0.4182	1.0663	0.0002	0.0091	0.0174	0.0288	0.0402	0.0561	0.0736	0.0915	0.1131	0.1573	0.331	0	0.0038	0.008	0.0128	0.0175	0.0237	0.0311	0.0384	0.0482	0.0665	0.1898	5.1912	0.1284	0.3580	0.4365	0.2487	209722	674.35	3.109	0.5989	1260	845	937	986	bad
F_255_PF00549_1	132	8	62	62	46.97	0.0002	0.02	0.0496	0.08	0.1166	0.15	0.2034	0.2802	0.4056	0.598	2.1529	0.0002	0.0097	0.0224	0.0354	0.0495	0.0694	0.0935	0.1299	0.1729	0.2988	0.6572	0	0.0041	0.0104	0.0175	0.0258	0.0327	0.0406	0.0517	0.0678	0.0926	0.2754	4.515	0.0823	1.1365	1.1592	0.2172	45714	653.06	1.215	0.2691	1148	517	698	796	good
F_257_PF01423_1	86	47	8	31	9.3	0	0.02	0.0425	0.07	0.0997	0.12	0.1726	0.2098	0.3014	0.5403	1.1309	0	0.0123	0.0271	0.0479	0.0644	0.0902	0.1227	0.1667	0.2358	0.5335	1.7151	0	0.0047	0.0144	0.0236	0.035	0.0445	0.0567	0.071	0.0984	0.1478	0.7494	5.103	0.8861	3.4995	1.281	0.2529	40595	520.45	2.568	0.5032	1183	642	816	958	good
F_258_PF00179_1	145	47	34	64	23.45	0.0007	0.03	0.0631	0.09	0.1272	0.16	0.2007	0.2534	0.3152	0.4024	0.9655	0.0005	0.0184	0.0369	0.0511	0.0765	0.092	0.1223	0.1499	0.1871	0.244	0.5385	0	0.0083	0.0148	0.0227	0.0308	0.0407	0.0539	0.0682	0.0851	0.1112	0.2872	5.2668	0.3386	1.2100	1.1481	0.2539	62999	567.56	2.786	0.529	1189	755	921	1018	bad
F_259_PF00406_2	190	2	99	89	52.11	0.0002	0.02	0.046	0.08	0.1115	0.14	0.1772	0.2117	0.2736	0.3738	1.3913	0.0001	0.0092	0.0206	0.0345	0.0502	0.07	0.0888	0.1077	0.1404	0.2107	0.471	0.0001	0.0055	0.0118	0.0186	0.0264	0.0354	0.0439	0.054	0.068	0.0881	0.1754	4.9518	0.0432	0.5813	0.5357	0.2361	72770	799.67	1.35	0.2726	1289	945	1074	1128	good
F_262_PF01265_1	412	206	57	149	13.83	0.0003	0.03	0.0591	0.09	0.1266	0.16	0.1988	0.2382	0.2951	0.3643	0.6345	0.0001	0.0108	0.026	0.0406	0.0596	0.0781	0.0903	0.112	0.1499	0.1887	0.4083	0	0.006	0.0135	0.0197	0.0273	0.0352	0.044	0.0557	0.0652	0.0846	0.2052	5.6602	0.4313	0.5713	0.5275	0.2714	184993	521.11	4.918	0.8689	1263	890	985	1060	good
F_263_PF01849_1	59	2	14	43	23.73	0	0.02	0.0563	0.1	0.1393	0.18	0.2136	0.2653	0.3366	0.4218	0.9412	0	0.0189	0.036	0.058	0.0849	0.1047	0.1371	0.1724	0.2363	0.2936	0.9935	0	0.0032	0.0109	0.0202	0.0315	0.042	0.0572	0.0732	0.101	0.1427	0.2771	4.333	0.4268	1.9562	1.6237	0.211	35670	792.67	2.024	0.4671	1095	524	678	814	bad
F_265_PF00650_1	167	1	54	112	32.34	0	0.03	0.0507	0.09	0.122	0.17	0.2022	0.2692	0.3232	0.4111	0.6433	0	0.0132	0.022	0.0395	0.0563	0.0744	0.0969	0.1259	0.1512	0.1883	0.4534	0	0.0059	0.0118	0.0182	0.0241	0.0316	0.0399	0.049	0.065	0.0894	0.2483	4.9126	0.1363	0.6828	0.6898	0.2346	97231	860.45	2.195	0.4468	1285	741	870	983	bad
F_266_PF00581_1	135	52	15	68	11.11	0.0001	0.03	0.0646	0.09	0.1216	0.16	0.1888	0.2557	0.3159	0.3931	0.9438	0.0001	0.021	0.0364	0.0541	0.0752	0.0926	0.1143	0.1429	0.1808	0.2254	0.5425	0.0001	0.0076	0.0156	0.0245	0.033	0.0431	0.0543	0.0681	0.084	0.1089	0.2457	4.928	0.8941	0.9128	0.7651	0.2369	78267	652.23	4.877	0.9897	1271	912	1024	1073	good
F_267_PF00173_4	77	3	16	58	20.78	0.0001	0.04	0.0665	0.1	0.1348	0.19	0.2284	0.2867	0.3592	0.4937	1.3779	0	0.0265	0.0491	0.076	0.1032	0.1378	0.1792	0.2229	0.2991	0.394	0.951	0	0.0085	0.0184	0.0291	0.0409	0.0521	0.0704	0.0914	0.1184	0.1552	0.3103	5.1464	1.124	2.7322	1.6974	0.2495	42143	690.87	3.301	0.6414	1039	556	662	761	bad
F_268_PF00397_2	30	0	29	1	96.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0432	0	0.0000	0	0.1925	312	312	0.033	0.0082	78	85	116	136	bad
F_269_PF03849_1	434	128	56	250	12.9	0.0015	0.03	0.0619	0.1	0.1326	0.17	0.2138	0.2598	0.3168	0.4138	0.6612	0.0004	0.0076	0.0158	0.0253	0.0341	0.0494	0.0664	0.0807	0.1016	0.1232	0.2246	0	0.0033	0.0071	0.0105	0.0149	0.0199	0.0251	0.0316	0.0398	0.0548	0.1708	4.5682	0.2223	0.3280	0.2572	0.2186	335162	886.67	3.761	0.8233	1289	1045	1109	1156	good
F_271_PF00393_1	302	20	140	142	46.36	0.0003	0.04	0.0628	0.09	0.1152	0.16	0.1947	0.2412	0.2981	0.3669	0.6954	0.0002	0.0163	0.0295	0.0416	0.0548	0.0718	0.0957	0.1138	0.1427	0.1782	0.345	0.0002	0.0063	0.012	0.0186	0.0264	0.0349	0.044	0.0547	0.0682	0.0887	0.1942	5.6714	0.0626	0.6277	0.6172	0.2736	103544	639.16	1.791	0.3158	1236	734	865	953	good
F_273_PF04670_1	354	130	56	168	15.82	0.0009	0.02	0.0504	0.08	0.1055	0.14	0.1778	0.2159	0.2639	0.3433	0.6242	0.0003	0.0066	0.0172	0.0245	0.035	0.0474	0.0628	0.0844	0.1077	0.1394	0.296	0.0001	0.0051	0.0092	0.0138	0.0203	0.0255	0.0326	0.0406	0.0525	0.068	0.1298	4.9574	0.1473	0.3868	0.323	0.237	169580	569.06	3.059	0.6171	1322	968	1063	1111	good
F_274_PF12710_1	478	161	79	238	16.53	0.0007	0.03	0.0485	0.08	0.1052	0.13	0.1694	0.201	0.2669	0.3596	0.7766	0.0002	0.0089	0.0186	0.0289	0.039	0.0549	0.0679	0.0844	0.1158	0.1624	0.3154	0	0.0041	0.0105	0.0156	0.0214	0.028	0.0358	0.0459	0.0557	0.0736	0.1592	5.4712	0.3086	0.4576	0.4817	0.2616	251863	631.24	4.493	0.8212	1303	974	1028	1078	good
F_275_PF01565_1	154	18	15	121	9.74	0.0003	0.03	0.0669	0.1	0.1435	0.19	0.2444	0.3057	0.3908	0.6037	1.7108	0.0001	0.018	0.0334	0.0534	0.0752	0.1058	0.1367	0.1848	0.2372	0.3225	0.6439	0	0.0069	0.0131	0.0201	0.0296	0.0388	0.0484	0.0617	0.078	0.1074	0.2277	5.4166	0.6648	0.8721	0.6803	0.2593	96629	695.17	4.729	0.8731	1217	801	908	981	good
F_277_PF00071_2	162	2	92	68	56.79	0	0.02	0.0869	0.12	0.2115	0.29	0.3569	0.4436	0.6603	1.3015	34.3614	0	0.0036	0.0121	0.0268	0.0483	0.0641	0.0783	0.1136	0.1643	0.1984	1.0036	0	0.0001	0.0005	0.0025	0.0049	0.0068	0.0169	0.0258	0.0321	0.0444	0.1602	3.6008	0.0142	0.3901	0.3121	0.1713	62813	897.33	0.687	0.1908	1264	701	845	952	good
F_278_PF00009_2	288	21	133	134	46.18	0.0013	0.03	0.0679	0.11	0.1426	0.19	0.2292	0.2828	0.3322	0.4274	0.7848	0.0006	0.0144	0.0303	0.0472	0.059	0.0751	0.095	0.1229	0.149	0.1918	0.3593	0	0.0057	0.0119	0.0173	0.0237	0.031	0.0397	0.0492	0.0609	0.0799	0.1683	5.4236	0.0394	0.4913	0.475	0.2594	100219	646.57	1.536	0.2832	1205	876	981	1078	good
F_279_PF04193_1	61	0	14	47	22.95	0.0011	0.03	0.0523	0.08	0.1127	0.15	0.2012	0.2662	0.3434	0.4543	0.8973	0.0007	0.0161	0.0308	0.0592	0.0854	0.1106	0.1518	0.2104	0.263	0.3497	0.6755	0	0.0077	0.0185	0.0317	0.0411	0.056	0.0706	0.0819	0.1037	0.1361	0.3001	5.7652	0.3381	1.5293	1.2084	0.2782	27488	584.85	2.711	0.4702	1136	498	687	821	bad
F_280_PF00173_1	80	8	10	62	12.5	0.0007	0.02	0.0557	0.08	0.0988	0.12	0.1571	0.2109	0.2766	0.3694	1.0353	0.0005	0.0147	0.0296	0.0463	0.0617	0.0784	0.1061	0.1482	0.2106	0.3065	0.5535	0	0.0092	0.0175	0.0261	0.0352	0.046	0.0572	0.0728	0.0941	0.124	0.249	6.0914	0.4243	1.1619	1.1959	0.2908	39529	564.7	3.681	0.6043	1153	486	682	860	bad
F_281_PF00557_1	239	17	40	182	16.74	0.0001	0.03	0.0453	0.07	0.1089	0.15	0.1837	0.222	0.2711	0.3254	0.5985	0	0.0081	0.0183	0.0279	0.045	0.0652	0.0825	0.0979	0.1169	0.1606	0.3159	0	0.0058	0.0109	0.0165	0.0235	0.0311	0.0398	0.0505	0.0635	0.0876	0.1817	4.9602	0.3724	0.6194	0.4469	0.2363	163105	819.62	3.846	0.7754	1294	1023	1110	1152	good
F_282_PF00929_1	155	4	32	119	20.65	0.0012	0.03	0.0706	0.11	0.143	0.19	0.2276	0.2812	0.3369	0.4264	0.8233	0.0005	0.0173	0.0334	0.0566	0.0747	0.0917	0.1176	0.1474	0.1792	0.2365	0.455	0	0.0068	0.0142	0.0213	0.0293	0.0382	0.0479	0.0612	0.0737	0.0966	0.2112	5.6168	0.2412	0.6579	0.6288	0.2678	86622	704.24	3.401	0.6055	1278	838	965	1037	good
F_284_PF00454_3	216	13	85	118	39.35	0.0007	0.04	0.0692	0.11	0.1341	0.18	0.2272	0.2861	0.3904	0.66	1.2778	0.0002	0.0124	0.0208	0.0317	0.0449	0.058	0.071	0.0938	0.1267	0.2535	0.4822	0	0.004	0.0083	0.0121	0.0173	0.0228	0.0291	0.0358	0.0462	0.0621	0.1298	4.137	0.0699	0.3784	0.3166	0.1977	147647	1127.08	1.778	0.4298	1317	819	957	1049	good
F_285_PF03399_2	291	64	25	202	8.59	0.001	0.03	0.055	0.08	0.1173	0.15	0.1808	0.2339	0.284	0.3824	0.8714	0.0002	0.0079	0.0159	0.0248	0.0353	0.0515	0.0644	0.0789	0.0995	0.1423	0.2934	0	0.0041	0.0081	0.0131	0.018	0.0241	0.0307	0.037	0.0465	0.0625	0.1328	4.6872	0.4629	0.3298	0.2692	0.2237	235380	884.89	5.553	1.1847	1271	859	943	1006	good
F_287_PF08542_1	92	8	9	75	9.78	0.0004	0.03	0.0578	0.09	0.1171	0.15	0.172	0.212	0.2499	0.3106	0.7587	0.0002	0.0178	0.033	0.0435	0.0619	0.0798	0.0966	0.1209	0.1534	0.2075	0.4521	0.0001	0.0066	0.0142	0.0229	0.0312	0.04	0.0507	0.0634	0.081	0.1034	0.2921	4.4254	0.89	1.0797	0.8907	0.212	89524	1078.6	4.018	0.9079	1245	721	811	915	good
F_288_PF00642_2	27	6	6	15	22.22	0	0.01	0.0474	0.08	0.1104	0.14	0.1762	0.2218	0.2779	0.3636	0.9446	0	0.0139	0.0347	0.0566	0.0795	0.0991	0.1406	0.172	0.2344	0.3035	0.8403	0	0.0048	0.0149	0.0242	0.0346	0.0482	0.0681	0.0909	0.1144	0.1521	0.3017	4.1384	2.5189	1.9040	1.7479	0.2009	22025	1048.81	4.76	1.1502	1206	688	829	936	bad
F_290_PF00155_6	420	248	34	138	8.1	0.0028	0.03	0.059	0.09	0.1198	0.15	0.197	0.2509	0.3273	0.5771	1.0212	0.0009	0.01	0.0185	0.0311	0.0436	0.0597	0.0808	0.1056	0.1478	0.1945	0.3982	0	0.0046	0.0097	0.0144	0.0202	0.0268	0.0332	0.0409	0.053	0.0706	0.1985	5.3648	0.1359	0.4081	0.3211	0.2551	200992	520.7	3.096	0.5771	1139	771	893	978	good
F_291_PF01553_1	140	31	37	72	26.43	0.0005	0.03	0.0525	0.08	0.1078	0.14	0.1747	0.2076	0.2641	0.3304	0.706	0.0002	0.0132	0.0249	0.0399	0.0553	0.072	0.0921	0.1135	0.1344	0.1826	0.5818	0	0.0069	0.0134	0.0205	0.0274	0.0351	0.046	0.0575	0.0742	0.1001	0.2247	4.7866	0.3249	0.8792	0.7893	0.2297	92977	902.69	2.91	0.6079	1231	747	869	958	good
F_293_PF01509_1	200	86	21	93	10.5	0.0006	0.04	0.0716	0.1	0.1358	0.17	0.216	0.2618	0.3251	0.4082	0.7575	0.0002	0.0166	0.0309	0.0504	0.0695	0.0881	0.1105	0.1295	0.1656	0.2268	0.489	0	0.0062	0.0121	0.0189	0.0263	0.0348	0.0444	0.0562	0.0708	0.0975	0.2479	4.6536	0.6219	0.8860	0.7004	0.2222	116242	649.4	3.899	0.8378	1278	836	910	994	good
F_294_PF00004_3	131	0	116	15	88.55	0	0	0.0004	0	0.1547	0.24	0.3343	0.4504	0.7348	1.2672	32.4015	0	0	0.0005	0.0033	0.2005	0.2059	0.2527	0.3361	0.5031	0.5235	1.0099	0	0	0	0.0003	0.0012	0.002	0.0038	0.0091	0.202	0.2521	1.0034	4.536	0.0043	4.3336	4.7074	0.2252	7676	511.73	0.143	0.0315	1015	249	428	618	bad
F_295_PF01363_1	79	13	18	48	22.78	0.0003	0.03	0.0617	0.09	0.1215	0.15	0.1891	0.224	0.2862	0.4447	1.2302	0.0002	0.0156	0.032	0.0445	0.0631	0.0836	0.099	0.1337	0.1864	0.2869	0.6597	0	0.0069	0.0141	0.0234	0.031	0.0403	0.0517	0.0626	0.0786	0.1025	0.226	4.8916	0.383	0.8021	0.7332	0.235	43948	720.46	3.38	0.691	1293	703	907	1041	good
